Benchmark,Reclamation Scheme,Operation,Memory Before (KB),Memory After (KB),Memory Free Change (KB)
lockfree_queue,ref_counting,enqueue,2866970624 KB,2867191808 KB,221184 KB
lockfree_queue,ref_counting,enqueue,2867482624 KB,2867810304 KB,327680 KB
lockfree_queue,ref_counting,enqueue,2868310016 KB,2868670464 KB,360448 KB
lockfree_queue,ref_counting,enqueue,2869170176 KB,2869739520 KB,569344 KB
lockfree_queue,ref_counting,enqueue,2870239232 KB,2870878208 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871447552 KB,2871947264 KB,499712 KB
lockfree_queue,ref_counting,enqueue,2872377344 KB,2872946688 KB,569344 KB
lockfree_queue,ref_counting,enqueue,2873237504 KB,2873249792 KB,12288 KB
lockfree_queue,ref_counting,enqueue,2873049088 KB,2872082432 KB,-966656 KB
lockfree_queue,ref_counting,enqueue,2870104064 KB,2868301824 KB,-1802240 KB
lockfree_queue,ref_counting,enqueue,2866642944 KB,2865094656 KB,-1548288 KB
lockfree_queue,ref_counting,enqueue,2864295936 KB,2864934912 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865573888 KB,2866212864 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866851840 KB,2867490816 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868129792 KB,2868768768 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869407744 KB,2870046720 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870685696 KB,2871324672 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871963648 KB,2872602624 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2873241600 KB,2873880576 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2874519552 KB,2874519552 KB,0 KB
lockfree_queue,ref_counting,enqueue,2874519552 KB,2875158528 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2875158528 KB,2875158528 KB,0 KB
lockfree_queue,ref_counting,enqueue,2875797504 KB,2875797504 KB,0 KB
lockfree_queue,ref_counting,enqueue,2875797504 KB,2876436480 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2876436480 KB,2876436480 KB,0 KB
lockfree_queue,ref_counting,enqueue,2877075456 KB,2877075456 KB,0 KB
lockfree_queue,ref_counting,enqueue,2877136896 KB,2877775872 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2877775872 KB,2877775872 KB,0 KB
lockfree_queue,ref_counting,enqueue,2878414848 KB,2878414848 KB,0 KB
lockfree_queue,ref_counting,enqueue,2878414848 KB,2879455232 KB,1040384 KB
lockfree_queue,ref_counting,enqueue,2878840832 KB,2875240448 KB,-3600384 KB
lockfree_queue,ref_counting,enqueue,2875240448 KB,2875879424 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2872188928 KB,2872713216 KB,524288 KB
lockfree_queue,ref_counting,enqueue,2873352192 KB,2864160768 KB,-9191424 KB
lockfree_queue,ref_counting,enqueue,2864443392 KB,2865082368 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865082368 KB,2865086464 KB,4096 KB
lockfree_queue,ref_counting,enqueue,2865725440 KB,2865725440 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865725440 KB,2866364416 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866364416 KB,2866364416 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867003392 KB,2867003392 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867003392 KB,2867642368 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867642368 KB,2867642368 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868281344 KB,2868281344 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868281344 KB,2868920320 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868920320 KB,2868920320 KB,0 KB
lockfree_queue,ref_counting,enqueue,2869559296 KB,2869559296 KB,0 KB
lockfree_queue,ref_counting,enqueue,2869559296 KB,2870198272 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870247424 KB,2870247424 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870886400 KB,2870886400 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870886400 KB,2871525376 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871525376 KB,2877779968 KB,6254592 KB
lockfree_queue,ref_counting,enqueue,2872139776 KB,2864676864 KB,-7462912 KB
lockfree_queue,ref_counting,enqueue,2875572224 KB,2877485056 KB,1912832 KB
lockfree_queue,ref_counting,enqueue,2876997632 KB,2872012800 KB,-4984832 KB
lockfree_queue,ref_counting,enqueue,2872651776 KB,2871746560 KB,-905216 KB
lockfree_queue,ref_counting,enqueue,2871746560 KB,2872385536 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867093504 KB,2867093504 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867732480 KB,2865852416 KB,-1880064 KB
lockfree_queue,ref_counting,enqueue,2865852416 KB,2866491392 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866491392 KB,2866491392 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867130368 KB,2867130368 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867130368 KB,2867769344 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867769344 KB,2867769344 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868408320 KB,2868416512 KB,8192 KB
lockfree_queue,ref_counting,enqueue,2868416512 KB,2869055488 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869055488 KB,2869055488 KB,0 KB
lockfree_queue,ref_counting,enqueue,2869694464 KB,2869694464 KB,0 KB
lockfree_queue,ref_counting,enqueue,2869694464 KB,2870333440 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870333440 KB,2870333440 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870972416 KB,2870972416 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870972416 KB,2871611392 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871611392 KB,2871611392 KB,0 KB
lockfree_queue,ref_counting,enqueue,2872250368 KB,2872250368 KB,0 KB
lockfree_queue,ref_counting,enqueue,2872250368 KB,2872889344 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2872889344 KB,2872889344 KB,0 KB
lockfree_queue,ref_counting,enqueue,2873528320 KB,2873528320 KB,0 KB
lockfree_queue,ref_counting,enqueue,2873528320 KB,2874167296 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2874167296 KB,2874167296 KB,0 KB
lockfree_queue,ref_counting,enqueue,2874806272 KB,2874806272 KB,0 KB
lockfree_queue,ref_counting,enqueue,2874806272 KB,2875445248 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2877730816 KB,2877730816 KB,0 KB
lockfree_queue,ref_counting,enqueue,2878369792 KB,2878369792 KB,0 KB
lockfree_queue,ref_counting,enqueue,2878369792 KB,2879008768 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2879008768 KB,2879008768 KB,0 KB
lockfree_queue,ref_counting,enqueue,2879647744 KB,2879647744 KB,0 KB
lockfree_queue,ref_counting,enqueue,2879647744 KB,2880286720 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2879799296 KB,2879799296 KB,0 KB
lockfree_queue,ref_counting,enqueue,2880438272 KB,2880438272 KB,0 KB
lockfree_queue,ref_counting,enqueue,2880438272 KB,2881077248 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2880102400 KB,2880102400 KB,0 KB
lockfree_queue,ref_counting,enqueue,2880741376 KB,2878443520 KB,-2297856 KB
lockfree_queue,ref_counting,enqueue,2878443520 KB,2879082496 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2877272064 KB,2877272064 KB,0 KB
lockfree_queue,ref_counting,enqueue,2877911040 KB,2875961344 KB,-1949696 KB
lockfree_queue,ref_counting,enqueue,2875961344 KB,2876600320 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2872979456 KB,2872979456 KB,0 KB
lockfree_queue,ref_counting,enqueue,2873618432 KB,2872573952 KB,-1044480 KB
lockfree_queue,ref_counting,enqueue,2872573952 KB,2873212928 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869313536 KB,2869313536 KB,0 KB
lockfree_queue,ref_counting,enqueue,2869952512 KB,2868211712 KB,-1740800 KB
lockfree_queue,ref_counting,enqueue,2868211712 KB,2868850688 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868850688 KB,2868850688 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870042624 KB,2870042624 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870042624 KB,2870734848 KB,692224 KB
lockfree_queue,ref_counting,enqueue,2870734848 KB,2870734848 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871373824 KB,2871373824 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871373824 KB,2872008704 KB,634880 KB
lockfree_queue,ref_counting,enqueue,2871611392 KB,2869907456 KB,-1703936 KB
lockfree_queue,ref_counting,enqueue,2868772864 KB,2867408896 KB,-1363968 KB
lockfree_queue,ref_counting,enqueue,2867408896 KB,2868047872 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868047872 KB,2868047872 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868686848 KB,2868686848 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868686848 KB,2869325824 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869325824 KB,2869325824 KB,0 KB
lockfree_queue,ref_counting,enqueue,2869964800 KB,2869964800 KB,0 KB
lockfree_queue,ref_counting,enqueue,2869964800 KB,2870603776 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870603776 KB,2870603776 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871242752 KB,2871242752 KB,0 KB
lockfree_queue,ref_counting,enqueue,2872414208 KB,2873053184 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2873053184 KB,2873053184 KB,0 KB
lockfree_queue,ref_counting,enqueue,2873692160 KB,2873692160 KB,0 KB
lockfree_queue,ref_counting,enqueue,2873692160 KB,2874331136 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2874331136 KB,2874331136 KB,0 KB
lockfree_queue,ref_counting,enqueue,2874970112 KB,2874970112 KB,0 KB
lockfree_queue,ref_counting,enqueue,2874970112 KB,2875609088 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2875658240 KB,2875699200 KB,40960 KB
lockfree_queue,ref_counting,enqueue,2876301312 KB,2876301312 KB,0 KB
lockfree_queue,ref_counting,enqueue,2876301312 KB,2876940288 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2876940288 KB,2877038592 KB,98304 KB
lockfree_queue,ref_counting,enqueue,2877677568 KB,2877677568 KB,0 KB
lockfree_queue,ref_counting,enqueue,2877677568 KB,2878861312 KB,1183744 KB
lockfree_queue,ref_counting,enqueue,2879414272 KB,2880299008 KB,884736 KB
lockfree_queue,ref_counting,enqueue,2880933888 KB,2880933888 KB,0 KB
lockfree_queue,ref_counting,enqueue,2880933888 KB,2881572864 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2881572864 KB,2881572864 KB,0 KB
lockfree_queue,ref_counting,enqueue,2882211840 KB,2882211840 KB,0 KB
lockfree_queue,ref_counting,enqueue,2882269184 KB,2882908160 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2882908160 KB,2882908160 KB,0 KB
lockfree_queue,ref_counting,enqueue,2883547136 KB,2881945600 KB,-1601536 KB
lockfree_queue,ref_counting,enqueue,2881458176 KB,2881540096 KB,81920 KB
lockfree_queue,ref_counting,enqueue,2879868928 KB,2874437632 KB,-5431296 KB
lockfree_queue,ref_counting,enqueue,2874589184 KB,2870411264 KB,-4177920 KB
lockfree_queue,ref_counting,enqueue,2869784576 KB,2870423552 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868822016 KB,2868822016 KB,0 KB
lockfree_queue,ref_counting,enqueue,2869460992 KB,2869321728 KB,-139264 KB
lockfree_queue,ref_counting,enqueue,2869370880 KB,2870050816 KB,679936 KB
lockfree_queue,ref_counting,enqueue,2870050816 KB,2870050816 KB,0 KB
lockfree_queue,ref_counting,enqueue,2877050880 KB,2877050880 KB,0 KB
lockfree_queue,ref_counting,enqueue,2877050880 KB,2877689856 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2877689856 KB,2877689856 KB,0 KB
lockfree_queue,ref_counting,enqueue,2878328832 KB,2878328832 KB,0 KB
lockfree_queue,ref_counting,enqueue,2878328832 KB,2878963712 KB,634880 KB
lockfree_queue,ref_counting,enqueue,2878963712 KB,2878963712 KB,0 KB
lockfree_queue,ref_counting,enqueue,2879602688 KB,2879602688 KB,0 KB
lockfree_queue,ref_counting,enqueue,2879602688 KB,2880241664 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2879995904 KB,2876301312 KB,-3694592 KB
lockfree_queue,ref_counting,enqueue,2862178304 KB,2862039040 KB,-139264 KB
lockfree_queue,ref_counting,enqueue,2862039040 KB,2863620096 KB,1581056 KB
lockfree_queue,ref_counting,enqueue,2863620096 KB,2863620096 KB,0 KB
lockfree_queue,ref_counting,enqueue,2864254976 KB,2864254976 KB,0 KB
lockfree_queue,ref_counting,enqueue,2864254976 KB,2864893952 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2864893952 KB,2864893952 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865532928 KB,2865532928 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865532928 KB,2866171904 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866171904 KB,2866171904 KB,0 KB
lockfree_queue,ref_counting,enqueue,2866814976 KB,2866814976 KB,0 KB
lockfree_queue,ref_counting,enqueue,2866819072 KB,2867458048 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867458048 KB,2867458048 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868097024 KB,2868097024 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868097024 KB,2868736000 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868736000 KB,2868744192 KB,8192 KB
lockfree_queue,ref_counting,enqueue,2869383168 KB,2869383168 KB,0 KB
lockfree_queue,ref_counting,enqueue,2869391360 KB,2870030336 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870030336 KB,2870030336 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870669312 KB,2870669312 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871308288 KB,2871099392 KB,-208896 KB
lockfree_queue,ref_counting,enqueue,2871099392 KB,2871721984 KB,622592 KB
lockfree_queue,ref_counting,enqueue,2870050816 KB,2870050816 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870689792 KB,2869248000 KB,-1441792 KB
lockfree_queue,ref_counting,enqueue,2869248000 KB,2869886976 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2864734208 KB,2864734208 KB,0 KB
lockfree_queue,ref_counting,enqueue,2864955392 KB,2862485504 KB,-2469888 KB
lockfree_queue,ref_counting,enqueue,2862485504 KB,2863124480 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2859851776 KB,2859851776 KB,0 KB
lockfree_queue,ref_counting,enqueue,2860490752 KB,2859933696 KB,-557056 KB
lockfree_queue,ref_counting,enqueue,2859933696 KB,2860572672 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2860433408 KB,2860433408 KB,0 KB
lockfree_queue,ref_counting,enqueue,2861072384 KB,2860584960 KB,-487424 KB
lockfree_queue,ref_counting,enqueue,2860584960 KB,2861223936 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2861223936 KB,2861223936 KB,0 KB
lockfree_queue,ref_counting,enqueue,2861862912 KB,2861862912 KB,0 KB
lockfree_queue,ref_counting,enqueue,2861862912 KB,2862501888 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2862501888 KB,2862501888 KB,0 KB
lockfree_queue,ref_counting,enqueue,2863140864 KB,2863140864 KB,0 KB
lockfree_queue,ref_counting,enqueue,2863140864 KB,2863779840 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2863779840 KB,2863779840 KB,0 KB
lockfree_queue,ref_counting,enqueue,2864418816 KB,2864463872 KB,45056 KB
lockfree_queue,ref_counting,enqueue,2864472064 KB,2865111040 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865111040 KB,2865111040 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865750016 KB,2865750016 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865754112 KB,2866393088 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866393088 KB,2866393088 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867068928 KB,2867068928 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867068928 KB,2867707904 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867707904 KB,2867707904 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868346880 KB,2868346880 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868346880 KB,2862239744 KB,-6107136 KB
lockfree_queue,ref_counting,enqueue,2858373120 KB,2858373120 KB,0 KB
lockfree_queue,ref_counting,enqueue,2859012096 KB,2859012096 KB,0 KB
lockfree_queue,ref_counting,enqueue,2859012096 KB,2859651072 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2859651072 KB,2859651072 KB,0 KB
lockfree_queue,ref_counting,enqueue,2860290048 KB,2860290048 KB,0 KB
lockfree_queue,ref_counting,enqueue,2860290048 KB,2860929024 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2860929024 KB,2860929024 KB,0 KB
lockfree_queue,ref_counting,enqueue,2861568000 KB,2861568000 KB,0 KB
lockfree_queue,ref_counting,enqueue,2861568000 KB,2862206976 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2862206976 KB,2862206976 KB,0 KB
lockfree_queue,ref_counting,enqueue,2862845952 KB,2862845952 KB,0 KB
lockfree_queue,ref_counting,enqueue,2862845952 KB,2863484928 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2863484928 KB,2863484928 KB,0 KB
lockfree_queue,ref_counting,enqueue,2864123904 KB,2864123904 KB,0 KB
lockfree_queue,ref_counting,enqueue,2864123904 KB,2864783360 KB,659456 KB
lockfree_queue,ref_counting,enqueue,2864783360 KB,2864783360 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865422336 KB,2865422336 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865422336 KB,2866061312 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866061312 KB,2866061312 KB,0 KB
lockfree_queue,ref_counting,enqueue,2866700288 KB,2866700288 KB,0 KB
lockfree_queue,ref_counting,enqueue,2866700288 KB,2867404800 KB,704512 KB
lockfree_queue,ref_counting,enqueue,2868248576 KB,2868248576 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868887552 KB,2868887552 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868887552 KB,2869526528 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866049024 KB,2858508288 KB,-7540736 KB
lockfree_queue,ref_counting,enqueue,2859196416 KB,2870018048 KB,10821632 KB
lockfree_queue,ref_counting,enqueue,2870042624 KB,2870669312 KB,626688 KB
lockfree_queue,ref_counting,enqueue,2870669312 KB,2870669312 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871308288 KB,2871308288 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871308288 KB,2871947264 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871529472 KB,2871529472 KB,0 KB
lockfree_queue,ref_counting,enqueue,2872168448 KB,2871402496 KB,-765952 KB
lockfree_queue,ref_counting,enqueue,2871422976 KB,2872061952 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870599680 KB,2870599680 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871238656 KB,2868523008 KB,-2715648 KB
lockfree_queue,ref_counting,enqueue,2868523008 KB,2869161984 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866724864 KB,2866724864 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871021568 KB,2868445184 KB,-2576384 KB
lockfree_queue,ref_counting,enqueue,2868445184 KB,2869084160 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866089984 KB,2866089984 KB,0 KB
lockfree_queue,ref_counting,enqueue,2866728960 KB,2863943680 KB,-2785280 KB
lockfree_queue,ref_counting,enqueue,2863943680 KB,2864582656 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2863886336 KB,2863886336 KB,0 KB
lockfree_queue,ref_counting,enqueue,2864525312 KB,2863689728 KB,-835584 KB
lockfree_queue,ref_counting,enqueue,2864324608 KB,2864185344 KB,-139264 KB
lockfree_queue,ref_counting,enqueue,2864185344 KB,2864812032 KB,626688 KB
lockfree_queue,ref_counting,enqueue,2864812032 KB,2864812032 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865451008 KB,2865451008 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865451008 KB,2866089984 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866089984 KB,2866089984 KB,0 KB
lockfree_queue,ref_counting,enqueue,2866728960 KB,2866728960 KB,0 KB
lockfree_queue,ref_counting,enqueue,2866728960 KB,2867367936 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867367936 KB,2867433472 KB,65536 KB
lockfree_queue,ref_counting,enqueue,2868723712 KB,2868920320 KB,196608 KB
lockfree_queue,ref_counting,enqueue,2868920320 KB,2869559296 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869559296 KB,2869559296 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870296576 KB,2870296576 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870296576 KB,2870935552 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870935552 KB,2870935552 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871574528 KB,2871975936 KB,401408 KB
lockfree_queue,ref_counting,enqueue,2871975936 KB,2872614912 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2872614912 KB,2872614912 KB,0 KB
lockfree_queue,ref_counting,enqueue,2873253888 KB,2873253888 KB,0 KB
lockfree_queue,ref_counting,enqueue,2873253888 KB,2873892864 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2873892864 KB,2873892864 KB,0 KB
lockfree_queue,ref_counting,enqueue,2874531840 KB,2874531840 KB,0 KB
lockfree_queue,ref_counting,enqueue,2874531840 KB,2875170816 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2874892288 KB,2874892288 KB,0 KB
lockfree_queue,ref_counting,enqueue,2875531264 KB,2875113472 KB,-417792 KB
lockfree_queue,ref_counting,enqueue,2875113472 KB,2875752448 KB,638976 KB
